,sample_10023,sample_10025,sample_10029,sample_10031,sample_10036,sample_10037,sample_10038,sample_10040,sample_10046,sample_10048,sample_10052,sample_10058,sample_10060,sample_10080,sample_10092,sample_10100,sample_10105,sample_10106,sample_10107,sample_10114,sample_10132,sample_10135,sample_10144,sample_10150,sample_10151,sample_10158,sample_10169,sample_10183,sample_10188,sample_10197,sample_10200,sample_10206,sample_10207,sample_10208,sample_10212,sample_10215,sample_10219,sample_10221,sample_10223,sample_10226,sample_10229,sample_10231,sample_10235,sample_10244,sample_10246,sample_10250,sample_10254,sample_10258,sample_10259,sample_10262,sample_10269,sample_10271,sample_10272,sample_10273,sample_10274,sample_10298,sample_10301,sample_10302,sample_10304,sample_10315,sample_10317,sample_10318,sample_10320,sample_10325,sample_10335,sample_10339,sample_10340,sample_10341,sample_10349,sample_10350,sample_10353,sample_10354,sample_10356,sample_10357,sample_10362,sample_10364,sample_10378,sample_10390,sample_10456,sample_10463,sample_10465,sample_10473,sample_10486,sample_10487,sample_10489,sample_10497,sample_10504,sample_10508,sample_10510,sample_10512,sample_10515,sample_10519,sample_10537,sample_10541,sample_10543,sample_10559,sample_10562,sample_10570,sample_10577,sample_10583,sample_10585,sample_10586,sample_10587,sample_10589,sample_10591,sample_10592,sample_10593,sample_10618,sample_10620,sample_10621,sample_10622,sample_10627,sample_10632,sample_10639,sample_10647,sample_10657,sample_10659,sample_10661,sample_10663,sample_10678,sample_10684,sample_10698,sample_10701,sample_10716,sample_10726,sample_10733,sample_10741,sample_10776,sample_10784,sample_10788,sample_10794,sample_10797,sample_10801,sample_10802,sample_10804,sample_10805,sample_10807,sample_10808,sample_10817,sample_10832,sample_10835,sample_10838,sample_10850,sample_10869,sample_10889,sample_10890,sample_10907,sample_10913,sample_10924,sample_10947,sample_10968,sample_10976,sample_10990,sample_11031,sample_11035,sample_11049,sample_11057,sample_11062,sample_11106,sample_11124,sample_11159,sample_11168,sample_11170,sample_11171,sample_11203,sample_11209,sample_11210,sample_11213,sample_11223,sample_11226,sample_11227,sample_11243,sample_11255,sample_11294,sample_11299,sample_11311,sample_11343,sample_11354,sample_11369,sample_11379,sample_11389,sample_11409,sample_11413,sample_11419,sample_11431,sample_11432,sample_11434,sample_11448,sample_11449,sample_11450,sample_11451,sample_11452,sample_11454,sample_11459,sample_11464,sample_11467,sample_11473,sample_11475,sample_11477,sample_11480,sample_11486,sample_11487,sample_11489,sample_11492,sample_11495,sample_11501,sample_11513,sample_11521,sample_11524,sample_11526,sample_11527,sample_11528,sample_11580,sample_11607,sample_11626,sample_11638,sample_11641,sample_11675,sample_11682,sample_11694,sample_11710,sample_11720,sample_11754,sample_11788,sample_11796,sample_11818,sample_11821,sample_11822,sample_11873,sample_11885,sample_11927,sample_11942,sample_11955,sample_11965,sample_11984,sample_11996,sample_12016,sample_12070,sample_12082,sample_12101,sample_12106,sample_12165,sample_12197,sample_12204,sample_12242,sample_12243,sample_12276,sample_12340,sample_12370,sample_12389,sample_12396,sample_10061,sample_10089,sample_10109,sample_10111,sample_10138,sample_10161,sample_10182,sample_10193,sample_10209,sample_10210,sample_10242,sample_10251,sample_10261,sample_10288,sample_10294,sample_10296,sample_10299,sample_10316,sample_10327,sample_10336,sample_10376,sample_10466,sample_10470,sample_10471,sample_10484,sample_10485,sample_10502,sample_10511,sample_10517,sample_10548,sample_10549,sample_10555,sample_10569,sample_10571,sample_10572,sample_10580,sample_10581,sample_10608,sample_10610,sample_10614,sample_10619,sample_10630,sample_10634,sample_10642,sample_10681,sample_10695,sample_10728,sample_10759,sample_10766,sample_10780,sample_10793,sample_10809,sample_10811,sample_10825,sample_10831,sample_11253,sample_11315,sample_11407,sample_11457,sample_11458,sample_11461,sample_11462,sample_11502,sample_11508,sample_11511,sample_11518,sample_11667,sample_10033,sample_10047,sample_10055,sample_10081,sample_10134,sample_10140,sample_10154,sample_10165,sample_10177,sample_10198,sample_10203,sample_10334,sample_10338,sample_10345,sample_10358,sample_10366,sample_10385,sample_10545,sample_10565,sample_10568,sample_10576,sample_10579,sample_10596,sample_10601,sample_10648,sample_10697,sample_10722,sample_10749,sample_10756,sample_10785,sample_10814,sample_10853,sample_10860,sample_10866,sample_10880,sample_10888,sample_10911,sample_10934,sample_10935,sample_10967,sample_10975,sample_10980,sample_10989,sample_10992,sample_11006,sample_11008,sample_11011,sample_11029,sample_11048,sample_11110,sample_11121,sample_11151,sample_11224,sample_11237,sample_11241,sample_11281,sample_11417,sample_11423,sample_11433,sample_11438,sample_11445,sample_11453,sample_11498,sample_11510,sample_11512,sample_11819,sample_11836,sample_11851,sample_11879,sample_11891,sample_11893,sample_11929,sample_11993,sample_1,sample_10059,sample_10099,sample_10103,sample_10118,sample_10152,sample_10168,sample_10171,sample_10178,sample_10191,sample_10195,sample_10201,sample_10213,sample_10232,sample_10238,sample_10260,sample_10266,sample_10284,sample_10303,sample_10307,sample_10322,sample_10332,sample_10367,sample_10380,sample_10461,sample_10468,sample_10476,sample_10483,sample_10492,sample_10513,sample_10514,sample_10527,sample_10532,sample_10544,sample_10556,sample_10566,sample_10578,sample_10582,sample_10604,sample_10616,sample_10635,sample_10645,sample_10646,sample_10656,sample_10660,sample_10665,sample_10714,sample_10715,sample_10725,sample_10747,sample_10754,sample_10760,sample_10761,sample_10765,sample_10772,sample_10813,sample_10818,sample_10839,sample_10847,sample_10931,sample_11820,sample_11826,sample_11829,sample_11831,sample_11859,sample_11899,sample_11920,sample_11921,sample_11922,sample_11940,sample_11957,sample_11982,sample_12005,sample_12014,sample_10021,sample_10030,sample_10067,sample_10073,sample_10074,sample_10091,sample_10097,sample_10119,sample_10124,sample_10126,sample_10147,sample_10185,sample_10199,sample_10236,sample_10237,sample_10248,sample_10249,sample_10265,sample_10267,sample_10277,sample_10306,sample_10308,sample_10309,sample_10323,sample_10324,sample_10330,sample_10333,sample_10371,sample_10377,sample_10389,sample_10459,sample_10462,sample_10464,sample_10469,sample_10480,sample_10503,sample_10505,sample_10523,sample_10525,sample_10542,sample_10550,sample_10584,sample_10595,sample_10598,sample_10603,sample_10609,sample_10615,sample_10628,sample_10644,sample_10667,sample_10668,sample_10670,sample_10671,sample_10674,sample_10675,sample_10694,sample_10700,sample_10709,sample_10713,sample_10717,sample_10718,sample_10720,sample_10723,sample_10731,sample_10745,sample_10762,sample_10767,sample_10774,sample_10775,sample_10812,sample_10816,sample_10819,sample_10827,sample_10829,sample_10887,sample_10938,sample_11010,sample_11030,sample_11036,sample_11045,sample_11054,sample_11081,sample_11085,sample_11097,sample_11103,sample_11128,sample_11132,sample_11141,sample_11162,sample_11238,sample_11428,sample_11472,sample_11478,sample_11490,sample_11817,sample_11823,sample_11835,sample_11838,sample_11881,sample_11888,sample_11900,sample_11918,sample_11951,sample_11956,sample_11973,sample_11974,sample_12002,sample_12020,sample_12022,sample_12024,sample_12025,sample_10034,sample_10066,sample_10076,sample_10077,sample_10078,sample_10084,sample_10096,sample_10115,sample_10120,sample_10170,sample_10194,sample_10220,sample_10230,sample_10233,sample_10239,sample_10241,sample_10252,sample_10255,sample_10256,sample_10268,sample_10275,sample_10280,sample_10281,sample_10282,sample_10283,sample_10285,sample_10286,sample_10290,sample_10312,sample_10313,sample_10329,sample_10365,sample_10368,sample_10374,sample_10803,sample_10806,sample_11074,sample_11336,sample_11424,sample_12011,sample_10323_1,sample_10067_1,sample_10147_1,sample_10308_1,sample_10307_1,sample_10303_1,sample_10532_1,sample_10236_1,sample_10126_1,sample_10103_1,sample_10185_1,sample_10603_1,sample_10480_1,sample_10745_1,sample_10260_1,sample_10333_1,sample_10267_1,sample_10646_1,sample_10462_1,sample_10118_1,sample_10505_1,sample_10030_1,sample_10091_1,sample_10097_1,sample_10099_1,sample_10199_1,sample_10717_1,sample_10595_1
panSlackia_exigua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.83E-05,0,0,0,0,0,0,0,0,0,0,0,9.49E-05,0,0,0,0,0,0.00012512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-05,0,0,0,0,0,0,0,0,6.90E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
panStreptococcus_gordonii,9.98E-05,0,0.00021016,0,0,0,0,0.00067297,0,0.00020965,6.05E-05,0,0.00010525,0.00010376,4.34E-05,5.87E-05,0,0.00066128,7.92E-05,0,0.00044727,0,0.00014798,0.00020938,7.21E-05,0,0,0,0,0,0,0,0.0007222,0.00053443,9.88E-05,0,3.30E-05,0,5.89E-06,0.00029827,0.00013981,4.90E-05,0.00075166,0.00069176,0,0,6.01E-05,0,0.00011458,0,0.00021019,0.00017784,0,0,0,0.00053017,0,3.38E-05,0,0,0,0,0,0.00084598,0.002037,0,0,2.99E-05,0,0,0.00021846,0,0,0,0,0,7.23E-05,0,0.00030729,0.00072191,0,0.00047571,0,0.0013294,0,0,3.74E-05,0,0,0.00012086,0,0,0.001558,0,0,6.59E-05,0,0,0,0,0,3.16E-05,3.54E-05,0.00011607,0,0,0,0,0,0,0,0,0,0,0.00033669,0.00043098,0,0,0,0,0,0.00017752,0,0,0,3.64E-06,0,0,0,1.18E-05,0,0,0,0,0.0012275,0,0,7.90E-05,0,0,0,0,0,0,0.00013172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015628,0,0.00014739,0,0,0,0,0,0,0,0,1.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.33E-05,0,0,0,0.00038673,0,0.00043583,9.99E-05,0,0.00026715,2.79E-05,0.00013315,0,8.91E-05,0,0,0.00010034,0,0,1.99E-05,0,0,0.00019167,0.00014323,0.0016842,0,0,0.00015256,0,0,0,0,0,0,0,0,0,0,0,0.00023922,0.0014404,0,0.00061883,0.00017916,0.00014431,8.58E-05,0,0.00012378,0,0,0,2.79E-05,9.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00012994,0,0,0,0,0,6.11E-05,0,4.31E-05,0,7.06E-05,0,0.00013102,0,0,0,0.00011478,0,0.00072031,0.00012473,0.00031474,0,0,0.00033385,0,0.00031329,0,0,0.0026827,0,0,0.00014732,0.00011715,0,0,0,0,0,0,1.68E-05,0,0.00016309,0,0,1.68E-05,2.63E-05,0.00067068,0,0,0,4.79E-05,0,0.00037812,0,0,0,0,6.21E-05,0,0,0,0,0,0,0,0,8.02E-05,7.24E-05,0.00037514,3.85E-05,0,0.00016646,0,0.0032389,0,0,0,0,0,0,0,0.00019839,0.00016556,0,4.21E-05,0.0003871,0.001786,0,0,0,0,0,0,0,3.43E-06,0,0,0,0.00014461,0.00025298,0,0,0.00013757,0.00075751,0,0.00064459,0,0,0,0,0.00089769,0.0031886,0,0,0,0,0.00012547,0,8.93E-06,0.0012587,0,0,0,0,0,0.00027922,0,6.41E-05,0,7.32E-05,1.79E-05,0,0,0,0,0,0,5.38E-05,0,0,0,0,0,0.001056,0.00038278,0.0024062,0,0.00028318,0,0,0.00025133,0,0,0.00039646,0,0,0,0,0,0.00027338,0,0,0,0.00018715,0.00050204,0,0,0,0,0,0,0,6.41E-06,0.00033917,0,0,0,0.00012854,0.00016715,0,0.001277,0.00048137,0,0,0,0.00021972,0,0,0,3.78E-05,0,0,0,0,0,0.00061509,0,0,0,0.00097399,2.08E-05,0,0,0.0012913,0,0.0005832,0.00029481,0,0,9.64E-05,2.17E-05,0,0,0,0.00012252,0,0,0,0,0,0,0,0,0,0,0,0.00038686,0,0,2.40E-05,7.09E-05,4.04E-05,0,0.0020748,0,0.00027656,0.00022436,0.00029508,0,5.04E-05,0,0.00041373,0,9.23E-05,0.0011627,0,0,8.93E-06,0,4.41E-06,1.55E-05,0,5.77E-05,0,0,7.03E-06,0,9.63E-05,0.00021154,0,0,0,0.0011222,0,0.00026018,0.0019338,0,0.0003206,0,0,0,0,0,0,0,0,0.00055196,0,0,0.00076998,0,0,0.00023101,0.00011647,0,0,0,0.00039711,0.00011723,0,0,0,0,0,0,0,0.00019903,9.94E-05,0,0,0.00026867,0,0,0,0,0,0,0,0,2.59E-05,0.0034523,0,0,0,0,0.00017225,0,0,0,0,2.53E-05,0,0.00019503,0.00042931,0.0001495,0.00029416,0.00012928,0,0,0,0,0.00056565,0,0,0,0,0,0,0,6.74E-05,0,0,0.00018598,0,9.55E-05,0.00062588,0,0,0,0,0,0,0,0.00056718,0,0,0.0014296,0,0,2.96E-05,0,0.00031844,3.77E-05,0.00074595,0,0.00015117,0.00040103,0,0,0,0,0,0,0,0.00015734,0,0,0,0,0.00019135,0,2.36E-05,1.95E-05,0,0.0010326,9.94E-05,0.00038918,0,0,0.00013201
panBlautia_hydrogenotrophica,0,3.40E-05,0.0001284,0,0,0,0.00047542,0,0,0.00014456,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22E-05,9.58E-06,0,2.23E-05,0,0,0,8.08E-05,0,0,0,0,0,0.0010663,0,0,0,0.0028319,0,0,0,0,0,0,0,0,0,0,0,0,4.35E-06,0.0020207,0,0,0.00037423,0,0,0.00038984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41E-06,0.00018815,0.0011309,0.0026339,0,0,0,0,0,0.0011157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050892,5.83E-05,0,0,0,0,0,8.96E-05,0.00014289,0,0,0,0,0,0,0,0.0039573,0,0,0,0,0.00081456,0,0,0,0.00013753,0.00085729,0,0,0,0,0,0,0,0,0.0004393,0,2.60E-05,0,0,0.00032722,0,0,0,0,0,0,4.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00040837,0,0.0012838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-05,0.0002149,0,0,0,8.14E-05,0,0,1.28E-05,0,0,0.0010633,0,0,0,0,0,3.78E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014165,0,0.0001269,0,0.00015753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001686,0,0.00045665,1.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014612,0,0,0,0,8.96E-05,0,0,0,0,0,0,0,0,0,0,0.00079007,0,8.83E-06,0,0,0,0,0,0,0,0,0,0,0,0.00013918,0,0.0046129,5.96E-05,0,0,0,0,0,0,0,0,0,0.00021072,0,0,0.00012187,0.00013286,0,0,0.0019112,0.0068446,0.00012244,0,0,2.84E-05,0,0,0,0.00035324,0.00011963,0,0.0032152,0,0,0.00077038,0,0.00052749,0,0,0,0,0,0,0.0005966,0.0014242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-05,0.0012728,0,0,0,0.00023136,0.00095683,0,5.01E-05,6.18E-05,0,0,0,0,0,0,0,0,0,0,9.09E-05,0,0,0,0,0,0,0,0,0,0.0013109,0,9.24E-05,0.0011288,0.0032414,0,0,0,0.00048855,0,0.00027126,0,0,4.30E-05,0,0,0,0.00040998,0,0,0,0,0,0,0.0013936,0.00010606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94E-05,0,0.0017785,0,0,0.0027753,0,0,0,0,0,0,0,0,0.00019845,0,0,0,0.00014736,0.00028376,0,0,0,0,0,0,0.00056788,0,0,0,0,0.00011435,0.0047288,0.00016316,0,9.42E-06,0,0,0,0.00041164,0,0,0,0.0003854,0,0,0,0,0,0,0,0,0,0.0016248,0.00026441,0,0,0,9.70E-05,0,0,0.00022472,0,0,0,0,0,0,0,0.00018206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,0,0,0,0,0,0,0,0.00020181,0.0021319,0,0,0,0,0,0.0001929,0,0,0,0,0,0,0.00065502,0,0,0,0,0,0,0,0,0,0,0.00041776,0,0,0,0,0,0,0,0,0,0.000263,0,0,0,0,0,0.0014781,0,6.87E-05,0.0023601,0.00027225,0,0,0,0.0036241,0,0,0,0,0.002046,0,0,0,0,0,0,0,0,0,1.33E-05,0,1.13E-05,0,0,0,0,0,0,0.0061198,0,0,0,0
panAnaerobutyricum_hallii,0.0013583,0.0052872,0.0050449,0.00044027,0.0034221,0.00067861,0,0.001602,0.00057051,0.0099954,0.0037181,0.0020394,0,0,0.020798,0.00012548,0.0010166,0.00052976,0.00023533,0,0.0011879,0.02495,0.0010204,0.00074036,0.0027717,0.00030723,0.0003209,0,0.00082788,0,0.0062136,0.0016879,0.00035332,0.00021936,0.0045973,0.00016464,0,0.0031968,0,0.001539,0.0017421,0.00012914,0.0022665,0.00057517,0,0.0042453,0.0019027,0.0016152,0.0042632,0,0.0023183,0.0015409,0,0.0037333,0.014258,0.0058166,0.0050192,0.0019286,0.060458,0.0003206,6.58E-05,0.0018432,0.00085861,0.0019443,0.0042528,0.0064347,0.0054283,0.00069603,0.0021522,0.001669,0.00010577,0.00095059,0.00078151,0.0099335,9.32E-05,0.0052273,0.0013722,0,0,0.0021825,0.0013029,0.010807,0.0015193,0.0024012,0.0032279,0,0.0028499,0.00048058,0,0,0.0030044,0.00015413,0.0010145,0.00051047,0.00071795,0.0036897,0,0,0.00064163,0.00044796,0.00025342,0,0,4.63E-05,0,0.00024655,0.00047555,0.0028782,3.99E-05,0,0,0,0,0,0.00053989,0.002573,8.05E-06,0.0021363,0.00058953,0,0.0011028,0.00088348,0.010017,0,0.00023836,0.00196,0,0.026008,6.64E-05,0.00028458,7.79E-05,0.0013773,0,0,0.0014081,0.00090552,0,0.00095069,0.00064957,0.0033919,0.010134,0.00063619,2.09E-05,0.0099847,0.0057692,0.00080322,0.0057302,0.00065823,0,0.003347,0.003126,0.00058995,0,0.00095417,0,0.0009076,0,0.00020418,0.00022239,0.00035546,0.00027637,0.00010119,0,0.060483,5.98E-05,5.53E-05,0.0017185,0.00034335,0.0015102,9.33E-05,0.00068892,0,0,0,0.0032228,6.44E-05,0.0011847,0.0016021,0,0.00052142,0,0.00013278,0.0002336,2.69E-05,0.00040471,0.0016543,2.98E-05,0.00033881,0.00043573,0.003951,0.00058034,0.0056874,0.0027001,7.29E-05,0.00022768,1.75E-05,0.00021066,0.0018756,0.013515,0,0,0.0050755,4.42E-05,0.000325,0.002382,7.73E-05,8.61E-05,0.0011544,0.0022358,0.0036631,0.010632,0.0007718,0,0.00022873,0,0,0.00074034,0.0040968,0.00048837,0.0053687,1.25E-05,0.00083485,0.0049394,0.0022754,0.00051401,0.00049694,0.0012131,0,3.71E-05,8.89E-05,0.0010981,0.00049428,0.00050969,0.006401,0.0011815,0.0010432,0.00026363,0,0.00084812,0.0066194,0.0013998,0,0.0023447,0.001485,0.00073677,0,0.0012723,0,0,0.00028205,0,0,0,0,0.0064145,2.57E-05,0.0012439,0,0.00017682,0.0042464,0.0013162,0.00039201,0,0,0.0015106,0.00071253,0,0.00048056,0,2.97E-05,0.0033334,0.08008,0.0035036,0.00049442,0.0011401,0.0017433,0.00032772,4.62E-05,0,0.0023815,0.0017081,0.0030638,0.00065075,0.00064339,0,0.0025828,0,0,0,0.00087605,0.011126,0.002233,0.00012399,7.00E-06,0.0022045,0.00017087,0,0.0012103,0.0013461,0.0016963,0,0.0012551,0,0,0.0063176,0.00012342,0.0018511,0.00054572,0.00063237,0.0018128,0.0018601,0,0.00014382,0.007409,0,0,0.00053347,0,0.0026894,0.0028678,0.0032485,0,0.04052,0.0019375,0.00067526,0.0010752,0.00011422,0,0.00016551,0.00040679,0,0.0011049,0.0003723,6.01E-05,0.00024378,0.000767,0.019516,0.0038339,0.0018075,0.018262,0.0025219,0.0067562,0,0.00095096,0,0.0192,0.0018025,0.00018265,0,0,0.0013926,0.0021325,0.0023393,0.0028744,0,0.00097947,0.00037541,0.00050182,0,0.0055277,0.0016037,0.00021655,0,0.0006367,0.0037759,0,0.00064355,0.0028888,0.0040784,0.0013408,0,0,0.00011752,0.0011476,0.00094388,0.00010237,0,0,0.013901,0.0045922,7.45E-05,0.0021974,0.0004509,0,0.014309,1.97E-05,0,0.00023408,0.00019427,0,0.00064142,0.0021059,0.012205,0.00077754,0,0.0015644,0,0.021146,0.0011919,0.0018789,0.011413,0,0,0.00079789,0.011755,0.010938,0.005674,1.96E-05,0.00065279,0.002446,0.027662,0.0039201,0.0010527,0,0.0011261,0.0015055,0.0013834,0,5.85E-05,0.0023853,0,7.11E-05,0,0.0098579,0.018895,0.0012004,0.00010741,0.0015527,0.0025579,0.0042392,0.00052037,0.0027549,0.0021886,0,0.0023016,0.0056034,0.00056685,0.00034922,0,0.00045053,0.00014401,7.94E-05,4.29E-05,0.0017886,0,0.004814,7.54E-05,0,0.00045815,0.00033966,0.0023205,0.0011711,0.0027938,0.00096269,0.0011924,3.45E-05,0,0.00092468,0,0.00083582,0,0.00027576,0.00043181,0.010235,0.0097621,0,0.0011206,0.00030309,0.0027972,0.011387,0.017915,0.0016239,0,0.0033851,0.0017086,0.0020071,0.0013051,0,0,0,0.012297,0.0012301,0.00094009,0.00023009,0.0024595,0.0065976,0.0024686,2.37E-05,0.00011692,0,0,0.0022408,0.00046299,0.0021957,0.00028163,0.00095349,0,0,0.00014043,0,0.0025759,0.0020379,0,0.00044375,0.00014173,3.64E-05,0.0063803,0.030144,0,0,0.00076284,0.0012115,0.0028819,0.00059862,0.0011346,0.0049731,0.0036806,0.00015145,0.00062668,0.0033783,0,0.0062172,0.0011657,0.00091313,0.00059841,0,0.00054573,0.0021703,0.00040416,0,0.0029692,0.00052887,0.00050237,0.0068895,0,0.00065062,0.00031322,0,0.0012928,0.0014224,0.0010482,0.00065978,0.0029576,0.0030785,0.00098705,0.0013054,0.00081304,0,0,0,0.0006871,0,0,0,0.0012938,0.00059683,0,0.015934,0.00016535,0.017721,0,0.006277,0.0021928,0.0011015,0.0011651,0.0040196,0.00010946,0,0.0011825,0,0.0021629,0.033264,0.0033319,0.00041976,0,9.57E-05,0.00083623,0.011159,0,0.0032487,0.0059538,4.04E-05,0.00080353,0.00082243,0,0.0012132,0.0033418,0,0,0.006394,0.015039,0.013672,0.0026225,0,0.00080073,0,0.0019857,0,0.0016761,0.00071739,0.00021107,0.00028711,0,0.0035842,0.0035922,0.0046355,0.00013544,0,0.0016042,0.0064609,0.0036631,0.00034125,0,0,0,0,0,0,0,0,0,0,0,0,0.00089379,0,0,0,0,0,7.47E-05,0,0,0,0,0,0.0072241,0,0,0.016826,0,0.00035431,0,0
panPrevotella_salivae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043061,1.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-06,0,0,0,0,0,0,0.00014818,0,0,0,0,7.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09E-06,0,0,0,0,0,0,0,0,0,0,0,9.35E-05,0,0,0,0,0,0,0,0,0,0,0,3.59E-05,0,0,0,0,0,0,0,0,0,0,0,9.65E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017427,0,0,0,0,0,0,0,0,0,0,3.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.52E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
