Net secretion,sample_10023,sample_10025,sample_10029,sample_10031,sample_10036,sample_10037,sample_10038,sample_10040,sample_10046,sample_10048,sample_10052,sample_10058,sample_10060,sample_10080,sample_10092,sample_10100,sample_10105,sample_10106,sample_10107,sample_10114,sample_10132,sample_10135,sample_10144,sample_10150,sample_10151,sample_10158,sample_10169,sample_10183,sample_10188,sample_10197,sample_10200,sample_10206,sample_10207,sample_10208,sample_10212,sample_10215,sample_10219,sample_10221,sample_10223,sample_10226,sample_10229,sample_10231,sample_10235,sample_10244,sample_10246,sample_10250,sample_10254,sample_10258,sample_10259,sample_10262,sample_10269,sample_10271,sample_10272,sample_10273,sample_10274,sample_10298,sample_10301,sample_10302,sample_10304,sample_10315,sample_10317,sample_10318,sample_10320,sample_10325,sample_10335,sample_10339,sample_10340,sample_10341,sample_10349,sample_10350,sample_10353,sample_10354,sample_10356,sample_10357,sample_10362,sample_10364,sample_10378,sample_10390,sample_10456,sample_10463,sample_10465,sample_10473,sample_10486,sample_10487,sample_10489,sample_10497,sample_10504,sample_10508,sample_10510,sample_10512,sample_10515,sample_10519,sample_10537,sample_10541,sample_10543,sample_10559,sample_10562,sample_10570,sample_10577,sample_10583,sample_10585,sample_10586,sample_10587,sample_10589,sample_10591,sample_10592,sample_10593,sample_10618,sample_10620,sample_10621,sample_10622,sample_10627,sample_10632,sample_10639,sample_10647,sample_10657,sample_10659,sample_10661,sample_10663,sample_10678,sample_10684,sample_10698,sample_10701,sample_10716,sample_10726,sample_10733,sample_10741,sample_10776,sample_10784,sample_10788,sample_10794,sample_10797,sample_10801,sample_10802,sample_10804,sample_10805,sample_10807,sample_10808,sample_10817,sample_10832,sample_10835,sample_10838,sample_10850,sample_10869,sample_10889,sample_10890,sample_10907,sample_10913,sample_10924,sample_10947,sample_10968,sample_10976,sample_10990,sample_11031,sample_11035,sample_11049,sample_11057,sample_11062,sample_11106,sample_11124,sample_11159,sample_11168,sample_11170,sample_11171,sample_11203,sample_11209,sample_11210,sample_11213,sample_11223,sample_11226,sample_11227,sample_11243,sample_11255,sample_11294,sample_11299,sample_11311,sample_11343,sample_11354,sample_11369,sample_11379,sample_11389,sample_11409,sample_11413,sample_11419,sample_11431,sample_11432,sample_11434,sample_11448,sample_11449,sample_11450,sample_11451,sample_11452,sample_11454,sample_11459,sample_11464,sample_11467,sample_11473,sample_11475,sample_11477,sample_11480,sample_11486,sample_11487,sample_11489,sample_11492,sample_11495,sample_11501,sample_11513,sample_11521,sample_11524,sample_11526,sample_11527,sample_11528,sample_11580,sample_11607,sample_11626,sample_11638,sample_11641,sample_11675,sample_11682,sample_11694,sample_11710,sample_11720,sample_11754,sample_11788,sample_11796,sample_11818,sample_11821,sample_11822,sample_11873,sample_11885,sample_11927,sample_11942,sample_11955,sample_11965,sample_11984,sample_11996,sample_12016,sample_12070,sample_12082,sample_12101,sample_12106,sample_12165,sample_12197,sample_12204,sample_12242,sample_12243,sample_12276,sample_12340,sample_12370,sample_12389,sample_12396,sample_10061,sample_10089,sample_10109,sample_10111,sample_10138,sample_10161,sample_10182,sample_10193,sample_10209,sample_10210,sample_10242,sample_10251,sample_10261,sample_10288,sample_10294,sample_10296,sample_10299,sample_10316,sample_10327,sample_10336,sample_10376,sample_10466,sample_10470,sample_10471,sample_10484,sample_10485,sample_10502,sample_10511,sample_10517,sample_10548,sample_10549,sample_10555,sample_10569,sample_10571,sample_10572,sample_10580,sample_10581,sample_10608,sample_10610,sample_10614,sample_10619,sample_10630,sample_10634,sample_10642,sample_10681,sample_10695,sample_10728,sample_10759,sample_10766,sample_10780,sample_10793,sample_10809,sample_10811,sample_10825,sample_10831,sample_11253,sample_11315,sample_11407,sample_11457,sample_11458,sample_11461,sample_11462,sample_11502,sample_11508,sample_11511,sample_11518,sample_11667,sample_10033,sample_10047,sample_10055,sample_10081,sample_10134,sample_10140,sample_10154,sample_10165,sample_10177,sample_10198,sample_10203,sample_10334,sample_10338,sample_10345,sample_10358,sample_10366,sample_10385,sample_10545,sample_10565,sample_10568,sample_10576,sample_10579,sample_10596,sample_10601,sample_10648,sample_10697,sample_10722,sample_10749,sample_10756,sample_10785,sample_10814,sample_10853,sample_10860,sample_10866,sample_10880,sample_10888,sample_10911,sample_10934,sample_10935,sample_10967,sample_10975,sample_10980,sample_10989,sample_10992,sample_11006,sample_11008,sample_11011,sample_11029,sample_11048,sample_11110,sample_11121,sample_11151,sample_11224,sample_11237,sample_11241,sample_11281,sample_11417,sample_11423,sample_11433,sample_11438,sample_11445,sample_11453,sample_11498,sample_11510,sample_11512,sample_11819,sample_11836,sample_11851,sample_11879,sample_11891,sample_11893,sample_11929,sample_11993,sample_1,sample_10059,sample_10099,sample_10103,sample_10118,sample_10152,sample_10168,sample_10171,sample_10178,sample_10191,sample_10195,sample_10201,sample_10213,sample_10232,sample_10238,sample_10260,sample_10266,sample_10284,sample_10303,sample_10307,sample_10322,sample_10332,sample_10367,sample_10380,sample_10461,sample_10468,sample_10476,sample_10483,sample_10492,sample_10513,sample_10514,sample_10527,sample_10532,sample_10544,sample_10556,sample_10566,sample_10578,sample_10582,sample_10604,sample_10616,sample_10635,sample_10645,sample_10646,sample_10656,sample_10660,sample_10665,sample_10714,sample_10715,sample_10725,sample_10747,sample_10754,sample_10760,sample_10761,sample_10765,sample_10772,sample_10813,sample_10818,sample_10839,sample_10847,sample_10931,sample_11820,sample_11826,sample_11829,sample_11831,sample_11859,sample_11899,sample_11920,sample_11921,sample_11922,sample_11940,sample_11957,sample_11982,sample_12005,sample_12014,sample_10021,sample_10030,sample_10067,sample_10073,sample_10074,sample_10091,sample_10097,sample_10119,sample_10124,sample_10126,sample_10147,sample_10185,sample_10199,sample_10236,sample_10237,sample_10248,sample_10249,sample_10265,sample_10267,sample_10277,sample_10306,sample_10308,sample_10309,sample_10323,sample_10324,sample_10330,sample_10333,sample_10371,sample_10377,sample_10389,sample_10459,sample_10462,sample_10464,sample_10469,sample_10480,sample_10503,sample_10505,sample_10523,sample_10525,sample_10542,sample_10550,sample_10584,sample_10595,sample_10598,sample_10603,sample_10609,sample_10615,sample_10628,sample_10644,sample_10667,sample_10668,sample_10670,sample_10671,sample_10674,sample_10675,sample_10694,sample_10700,sample_10709,sample_10713,sample_10717,sample_10718,sample_10720,sample_10723,sample_10731,sample_10745,sample_10762,sample_10767,sample_10774,sample_10775,sample_10812,sample_10816,sample_10819,sample_10827,sample_10829,sample_10887,sample_10938,sample_11010,sample_11030,sample_11036,sample_11045,sample_11054,sample_11081,sample_11085,sample_11097,sample_11103,sample_11128,sample_11132,sample_11141,sample_11162,sample_11238,sample_11428,sample_11472,sample_11478,sample_11490,sample_11817,sample_11823,sample_11835,sample_11838,sample_11881,sample_11888,sample_11900,sample_11918,sample_11951,sample_11956,sample_11973,sample_11974,sample_12002,sample_12020,sample_12022,sample_12024,sample_12025,sample_10034,sample_10066,sample_10076,sample_10077,sample_10078,sample_10084,sample_10096,sample_10115,sample_10120,sample_10170,sample_10194,sample_10220,sample_10230,sample_10233,sample_10239,sample_10241,sample_10252,sample_10255,sample_10256,sample_10268,sample_10275,sample_10280,sample_10281,sample_10282,sample_10283,sample_10285,sample_10286,sample_10290,sample_10312,sample_10313,sample_10329,sample_10365,sample_10368,sample_10374,sample_10803,sample_10806,sample_11074,sample_11336,sample_11424,sample_12011,sample_10323_1,sample_10067_1,sample_10147_1,sample_10308_1,sample_10307_1,sample_10303_1,sample_10532_1,sample_10236_1,sample_10126_1,sample_10103_1,sample_10185_1,sample_10603_1,sample_10480_1,sample_10745_1,sample_10260_1,sample_10333_1,sample_10267_1,sample_10646_1,sample_10462_1,sample_10118_1,sample_10505_1,sample_10030_1,sample_10091_1,sample_10097_1,sample_10099_1,sample_10199_1,sample_10717_1,sample_10595_1
EX_12dgr180[fe],2.4944875586963e-05,0.000123074370340093,0.000388796189520701,0.000122088214265542,9.53901791520828e-05,9.91336074798177e-05,0.00115985445169513,0.000445335113378867,0.000322700319704702,0.000425131580802179,0.000173870498271292,0.000154081140628967,1.90911514379305e-05,2.99393662919478e-05,0.000146005692420556,3.76809052125837e-06,0.000653279375241012,4.22109819276373e-05,3.52865749775888e-05,2.11303404146351e-05,6.67917674352786e-05,0.000233434307754646,0.000450113426307783,0.000560100487705661,0.000155055535775717,0.000475306446481819,0.000224314761916436,0.000171454598961382,0.000143591213614569,2.94539667887589e-05,0.000500380020985597,5.29244659161071e-05,0.000223735165133909,9.04678175894791e-05,0.000114762502390023,0.000504730590661084,0.00021899171313855,0.000309718051357377,5.47335881617983e-05,0.000163308558150943,0.000650394310056396,0.000432560013388622,4.50648690903943e-05,4.18910217628715e-05,3.44894485101999e-06,0.000366438527478502,0.000669981731662342,0.000706284339014554,5.52669122760863e-06,1.08882491861861e-05,0.000449133682903932,0.000173763849473235,2.06336084329628e-07,0.000385613371522334,5.33327428283159e-05,0.00038689898408821,0.000131942112769165,0.00025434224039228,1.0018042895521e-06,7.40331766939245e-05,0.000132945255076913,0.000504290337282859,6.5691401362894e-06,7.38123750962938e-05,0.000210140440806306,6.31134875520439e-05,3.84985895560269e-05,0.000365517891627296,0.000646143462723653,0.000575478804164226,4.12229331384212e-05,2.3740206465922e-05,0.0001687610882114,0.000175702716691123,0.000372142033358877,6.24472477706861e-05,0.00018132751047549,2.06424532322308e-05,0.00012314301891056,0.000318853117907344,0.000611855932695554,0.000219613644291211,0.00012674243372908,0.000200297950645759,0.000342581572136624,3.63220955071353e-06,0.00031479548564517,4.97710356146819e-05,0,0.000125022459999666,7.15454696575135e-05,0.000194463119631214,0.000169792470306879,0.000339763393634646,0.000210605279109821,4.08611952158189e-05,9.17437967028201e-06,5.62132059172132e-05,0.000258626775563917,0.000261949261890063,2.98605159297777e-05,1.3559073805014e-05,5.13269239942743e-05,0.000508488243998212,8.94871977452638e-06,0.000111058684956811,6.73667671575451e-05,0.000162189436394303,0.000218786693382572,4.93261598507044e-05,0.00100393148981071,0.000615599265028882,0.00015223471376212,0.000103565075672676,2.48800069624772e-05,0.000110728692955309,1.28014240095703e-05,0.000306853478223332,0.000282259046116506,3.16935241106153e-05,0.000440359985349428,0.000197628347128803,2.81181649022799e-05,0.000307618552272279,5.3348229559505e-05,0.000591650213395564,4.24029872769793e-07,0.00012266218329493,0.000138912855093223,0.000482165609088953,0.00087399391395579,0.000421363978960046,2.26096310107782e-05,0.000319297752447462,0.000556268859846776,0.000301866413431717,4.80215636833314e-06,0.000812311768451229,0.000346985780599732,0.00035362591617577,8.05543445759199e-05,0.000325187917244077,1.2977924685742e-05,0.000168992116758235,0.000302762663865683,0.000625197206350681,0.000681206816437602,6.51756307851192e-06,0.00156548684969859,0.000129632776713864,1.83176570831001e-05,8.91405697315273e-05,0.000130683695211506,0.000175441074713942,0.000775684823428033,0.000271092778442963,0.000584201563437053,3.10240336743595e-05,3.72380578217424e-06,0.000408509178548649,0.000377536300514209,1.33885164264602e-05,3.9007280929787e-05,0.00320566795274484,0.000183011881045594,0.000401593770946562,0.000204695470297792,0.000417654584428592,0.000157348858256523,0.0006314348761534,0.000348533668807438,0,9.62230377418993e-05,0.00037191750337412,6.25717839718293e-05,0.000501922906325641,0.000195230656141882,4.64118223856003e-05,1.90884957155246e-05,0.000424502113955158,0.000248382264373154,0.0009626685744549,0.000236176124625537,2.85664124370644e-05,0.000371029070990236,0.000450655557393251,2.0764533382997e-05,0.000532237757349355,0.000354417555915879,0.000217990227101172,0.000317037239473364,0.000123129453311249,0.000454267584450427,9.06672665265673e-06,1.83250252341893e-05,5.94840375053446e-05,0.000458340097038434,0.000590467446822049,0.000463505721844296,0.000237478399784996,1.75712950147705e-05,0.000315465412775759,2.37750514250901e-05,0.000332724433865034,0.000302643012504017,1.21134023146202e-05,0.000526651764304525,0.000479231581657039,0.000242815717207884,0.000146583611188897,0.000315350098276351,9.14807593491718e-05,4.08723769135255e-06,0.000186997364681377,0.000388392856210062,0.00013769637319358,5.36264680168763e-05,0.00025972048978555,0.000378871510495857,0.000216238117625639,0,0.000242842395939732,0.00013365432136718,3.60936504899823e-05,0.000303255361430999,0.000267858367940355,3.08153449373183e-05,3.76613653268187e-05,0.000779525675712392,0.000111158543645934,0.00037044477192999,0.000394313066349836,0.000271043580863203,9.36802604770137e-06,0.000104805810158815,8.77342017983895e-05,0.000355844435333666,6.69020897219458e-05,0.000244935971233276,0.00104413506533108,0.000118149962174172,5.22224184358877e-05,0.000601152757036164,0.000316385441319691,1.42417897066038e-05,0.000746639312601605,0.000615447487544149,0.000421322443390021,0.00050893459213093,0.000111257006778637,0.000114035638627663,0.000267683590243872,8.3072291939823e-07,0.000246788428728995,0.000168029633308212,0.000248347032377041,0.000402826702309095,0.000122685900071015,3.56640184814849e-06,0.000455212400151395,0.000207459699943208,0.000548764573850419,7.28146470550806e-05,0.000504589873994196,4.99821360065295e-05,0.000248740312393095,0.000148268560497114,0.0002770894923316,0.000184755391425123,0.000233199727890987,2.47266482878844e-05,0.00026512909816663,0.000315081040520818,0.000528376424117294,0.000405413424395026,0.000494251869869997,0.00045779677358021,0.000222011925759089,0.000343718502240242,0.000204060781289053,0.000424556413872623,0.000132022624513187,0.000182872118811211,5.75683710471592e-05,0.000490688243044324,0.000258949651185128,3.33775401041847e-05,0.000294328350941328,2.40898160974723e-05,0.000317900948817784,5.34317209775342e-05,2.28192155302259e-05,0.000631490189397524,7.75166878039801e-05,2.0051484171113e-06,0.000755504509013294,0.000312984040473793,0.000374163276530337,0.000308571618912082,0.000363849017083431,5.98855190011849e-05,0.000168023542525347,0.000408570165133376,0.00108603427391119,0.000481219391784152,0.000397150812946806,0.000146744202904114,0.000325938000940204,0.000413429542327065,0.000472179766681055,0.000198905583744372,0.000226000828788889,0.000340897554195266,0.000291724870411417,6.27503674076879e-05,2.5915738007018e-05,0.000145121554705155,0.000626997514549948,0.000746346516496132,0.000355578771506701,5.96740051586886e-05,0.00024775388429378,0.000602964967473002,7.38938866483158e-05,0.000964394788316253,0.00075425622677,7.16348356080143e-05,0.000316717925163981,6.64315734982823e-06,0.000360785267065081,8.55704880553532e-06,0.000695784161425322,4.29056107618259e-05,8.73553548388778e-05,4.17067001448751e-05,0.00045623337973924,0.000518396866884818,0.000562233910918003,0.000268209159385704,0.000659054167732029,0.000633966567754926,0.000423668436639227,8.49504481065244e-07,0.000669625168414234,3.1193593444695e-05,3.87987774342347e-05,0.000392144383203841,0.000256307686755997,4.95678831959057e-06,0.000467667158487006,1.22368375498755e-05,5.15402170228607e-06,0.000258366908123267,0.000599328998034304,0.000253712425004118,9.20195336863439e-05,0.000240675439169086,0.000374569039425995,0.000591914936382623,0.00140291065472402,0.000536151515838371,0.000189983602119762,3.29630871256231e-05,0.00104515734366502,0.000201759817206479,6.33585774206108e-05,0.000693023622546821,0.000386860147396278,0.000113273500469108,0.000186690858535052,0.00039827448061279,0.000341016490652435,0.000123686554199587,0.000215293088202034,0.000153081691807846,0.000339664768406175,0.000165660095881648,0.000307547346561562,0.000166383961395858,0.00029606083020807,3.0800980273929e-05,0.000116011984157352,1.36842003071042e-05,0.0001628817291741,0.000528241866962362,1.60369480248085e-05,7.11144565631316e-05,3.54293624094254e-05,6.18020876132219e-06,2.68287384577737e-06,0.000113190476448338,5.70107574180967e-05,0.000719717470995002,0.000113270590848091,3.71864039556968e-05,0.00026568881622123,5.963010435317e-06,0.000216561389483227,0.000440335051531043,0.000650795353314068,0.00086693240114169,5.03007976771636e-05,0.00049677512475528,0.000272596427930968,0.00191809428620852,0.000220460879771192,0.000250480925322413,0.000555898047543704,0.000466333888639328,0.000785781275101885,0.000359027888680488,0.000689968743417285,0.00062872475209691,1.65851361045299e-05,0.000741165470728528,0.000427647884562635,0.000624649938239047,5.12609627350558e-05,0.000577582556075984,0.000384387859993743,0.000155554181746134,0.000501628366454565,0.000109577682375878,0.000292623240085471,0.000172213804249269,0.000153271829208212,0.000442728716648605,0.000745155702993397,0.000445610773738073,0.000383441858183384,0.000227030405248949,0.000912896339420183,0.000333770528921071,2.54268664350576e-05,6.52596022471114e-05,7.6713649767815e-05,0.000213161409735194,0.00272700563299592,0.000158102853537456,0.000113958836232678,0.000594435026204432,0.000858793286522552,1.43462236341929e-06,0.000484917436296708,6.97667004721791e-06,0.000105675272599887,6.27087448984431e-06,4.57135987029511e-05,0.00108871221273851,0.000413224516451691,4.90601118061651e-05,0.000332429693897976,0.000404840917735419,0.000576828770070134,0.000265605254302248,0.000192163966309541,0.000439198285858977,0.000259598278495907,0.000702366098761759,0.000714739760793809,9.24051622556293e-05,0.000996285618674278,3.68975426767171e-05,0.000561888126151946,0.00022811796399419,0.00012945848741254,0.000140874289546164,0.000106989262419754,0.000498602085964875,7.78313176418438e-05,0.000297065952089837,0.000469930312516978,0.000171854483432946,0.000845547302457436,0.000632461909447796,0.000421272570057848,0.000180273395205571,8.74855172613292e-05,2.50661611328473e-07,0.000202469995127588,0.00111658347105394,0.000612231034525623,0.000159065943294845,4.83184568310369e-06,0.000215806936808033,0.000400196583399293,0.000484050873007708,2.58011162903304e-05,3.06546148039488e-05,0.000335578803675518,3.66964323497698e-06,0.00104881893036173,0.000781175259641498,0.000858944641457554,7.1763133752914e-05,0.000411506004168116,0.000136836334958007,1.78644386574778e-05,0.000252714485038094,0.000251319046393916,0.000658310355096725,0.000527478778898791,0.000853551227460891,0.000209268217533351,0.000103996746857238,0.000456467787692094,5.76122188979261e-05,0.000349739425055756,0,4.35291823264322e-05,0.000496938168925223,4.45957186701318e-05,0.00030517766772914,0.00196997515793049,0.000133046580187382,0.000922509971572824,0.000207862676313536,0.000133768507747406,0.000114519281420547,6.37263886638234e-05,7.13273145952487e-06,0.000370294124220266,9.60678466145615e-05,0.000357649283654782,0.000348036666448642,5.87161866461156e-05,0.0011078382021643,0.000125214058925835,0.00069433413399457,0.000315528690615338,3.52010092630334e-05,0.00025196245259887,0.00032544629718749,0.000505512563548013,6.27337606445288e-05,0.000884625782834575,3.55309723874125e-05,5.34389340701436e-05,0.000755805087420444,0.000570421583656847,1.61379123793659e-05,0.000201911853007372,0.00038964446200096,0.000233226417705734,2.49071763492731e-05,0.000136744230529368,8.58464501844319e-05,5.5067394301847e-05,1.98689418391129e-05,0.000164101051161714,0.000337315502912217,2.12807748696808e-05,9.41594627120457e-05,0,0.000411513402148261,1.46429723083263e-05,0.00020902456259729,0.000479603857885688,0.000739903642871936,0.000421385735132215,0.00120185434010224,0.00018988935090182,0.00231597236915504,0.000487859515025404,0.000642158197945983,9.44026301928635e-06,0.000457669423896453,0.000451828414679792,0.000301988695278282,3.07255567050385e-05,7.71223405466454e-05,0.000951508735102455,0.00031527114105287,0.000420938122317971,8.50962629986574e-05,9.80716377913943e-05,0.000955560465144931,0.000123379271614918,4.91522158467539e-06,0.000610823457613388,0.000277824838749607,0.000594346360323905,0.000575509364799845,0.000144048853514017,8.21994769822226e-05,4.58635622490877e-05,5.84763922159559e-06,0,3.49223635063983e-05,3.68878911899684e-05,0.000114727445776036,0.000316582800313825,0.000685752456952099,3.26360434692585e-05,0.000260159371660976,0.000509124430865163,0.000444449007694289,0.000629236371669839,0.000280733757488633,0.000308531024875894,0.00013539534697922,0.000468698532155337,0.000121298765562342,0.00014464398338708,0.00047387759157759,0.000417841678057362,3.75327838662842e-06,0.000274423775369945,0.000240275395497452,6.5522451019609e-05,0.000212629539999495,0.00022273275823663,0.000496373223993374,1.35781566445448e-05,3.77848902130551e-06,1.83061392829975e-05,7.9306195187312e-06,1.50524505364014e-05,0.000502881542296454,0.000353200530654574,0.000438249494367632,1.71735710310927e-06,0.000168108753863361,0.000451396185047082,5.32124983779192e-06,8.05317245421155e-06,4.40369645431371e-05,0.000104136535704957,0.00047223963547359,0.00012435515608071,3.9078893203856e-05,0.000545954760263881,0.000264537500288334,2.41027392570425e-05,0.000386812985272961,1.40982947255258e-05,0.000301905054971144,0.000521449760808895,0.000461347395114553,0.000385599544313192,0.000153614121971513,0.000165298691237728,5.97339940032054e-05,6.77610444978216e-06
EX_12dhchol[fe],20,20,20,20,8.0255,20,20,20,20,20,20,20,20,13.237116,20,3.776164,20,20,4.959468,20,13.34592,20,20,20,20,20,20,4.19898,10.550572,1.09496,20,20,20,20,20,20,20,20,20,20,20,12.894468,7.672296,20,4.42298,20,20,7.504248,20,20,20,20,13.605008,20,20,20,20,20,20,20,20,20,20,20,18.72756,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2.408668,20,7.249824,0.92072,15.875872,12.8899,20,16.894268,20,20,20,20,0.262724,20,20,20,1.3836,5.370588,20,17.502936,20,20,20,17.903112,18.399996,2.873528,20,20,10.47152,20,20,20,20,20.0000000000001,20,20,20,20,20,8.106996,20,20,20,20,20,3.123672,20,20,20,19.076156,11.752488,14.159716,17.000632,20,20,20,20,1.143552,20,20,20,20,20,20,20,20,20,11.329908,10.873756,20,20,20,10.2071,20,20,5.728036,20,20,20,20,20,20,20,20,12.00648,20,17.22872,13.824384,20,20,20,20,20,14.693116,15.95884,20,20,13.535408,15.174208,17.630684,20,20,20,20,20,20,20,20,20,3.513744,18.083872,20,20,20,20,4.301316,20,20,20,20,13.513592,20,20,20,20,20,20,20,20,20,15.24116,20,20,20,20,20,20,12.698536,20,20,20,20,20,20,20,20,20,20,20,20,15.240904,20,20,20,20,20,2.708148,20,20,20,0.212032,20,20,20,20,0.002844,6.477312,1.073884,9.564604,20,20,20,6.471384,5.116612,15.345728,11.890736,20,3.881324,20,14.680324,20,7.537252,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2.796768,20,0.854868,15.968124,20,20,20,20,14.758632,17.531132,7.8918,19.255848,20,20,20,14.4858,14.224864,20,8.734624,9.653368,20,12.303948,20,20,20,20,2.968688,5.42874,20,20,0.256232,3.292868,20,20,20,20,20,20,20,20,15.318112,20,13.044616,16.21344,20,20,20,20,10.474912,20,13.927872,20,20,20,20,20,20,20,0.308308,20,7.52606,20,20,20,0.679184,8.391024,19.451868,20,20,20,16.534852,20,20,10.441796,20,20,17.959832,7.781032,20,18.101292,20,20,20,20,20,20,20,20,20,10.371352,20,9.093316,9.255076,20,20,20,5.134264,20,20,8.436284,20,1.582864,9.486548,20,8.761764,3.2572,20,20,20,20,20,20,10.398288,20,20,20,20,20,20,8.029016,20,10.926796,20,20,20,20,20,20,20,20,20,20,20,9.219664,20,4.455888,17.937236,20,20,20,20,20,20,20,20,20,20,20,20,3.971692,17.10928,20,20,4.469956,20,20,20,12.461416,20,20,1.39812,20,16.032872,4.651568,20,20,8.27406,20,16.590296,20,20,20,20,20,20,20,20,11.409984,20,20,20,8.736712,19.670224,20,20,20,20,20,8.192792,20,14.721352,20,20,20,20,20,20,20,20,13.409324,20,20,20,14.697364,18.084088,15.155668,15.181624,20,20,20,8.930852,20,6.966624,20,20,20,20,20,8.495012,19.35716,14.290788,13.441972,20,20,20,3.29368,20,20,20,20,20,9.936544,20,11.571176,9.381004,20,20,20,20,20,20,1.830816,18.21958,20,20,20,20,15.741024,20,20,8.108144,20,20,20,20,17.249844,8.52818,17.651164,20,10.8131,20,20,20,7.244604,20,6.583744,16.915368,3.52848,10.323528,20,20,20,20,20,20,20,13.083528,20,20,20,20,8.790336,20,20,18.16298,20,9.126668,20,20,20,20,20,20,20,1.428352,20,15.667048,9.342124,20,11.336184,20,20,20,3.35182,9.083,18.235096,13.492656,20,20,20,9.76172,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1.437196,5.156164,20,20,6.316996,20,20,20,20,0.165384,20,6.436112,9.09058,10.839424,20,20,20,19.97352,20,20,1.227964,20,12.712656,18.94534,20,9.17386,20,20,20,14.048148,20,20
EX_12ppd_S[fe],0.01532,0,0,0.096512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058508,0.308008,90.316,0.03044,0,0,0,0.313044,0,0,0,1.90036,1.04,0,47.116,0.03476,0,0,0,0.477316,0,0,0.100392,0.304756,0,0,0,0.0316,0,2.91312,0.180488,0,1.13112,0,0,0.18,0,0,0,0,0,0,0,0.01408,0.08822,0,11.2344,0,0,0.313984,0,0.00404,0,0,0.382616,0,0,4.2628,0.64512,0,0,0.226568,0,0,0,4.4136,0.075288,5.6632,84.46,0,0,0.04648,0.82648,0,0.361296,0,0,0,0,0.098916,0.092004,353.876504,1.51904,0,5.0676,0,11.0548,0,0.5104,0,0,0.372708,0,2.55244,0,0,0,0,0.095428,0,0.002788,0,0,0,0,0,0,0,2.2522,0,0,0.358416,0.287568,0,0,87.796,0,0,1.322232,0,0,0.29422,0,0,0,0,0,0,0.278068,0,0,0.186068,0,0,0,0,0,0.174428,0,0,0,3.449228,7.2872,0,0,0,0,0,0,0.251512,29.8654,0,0,0,1.67676,0,0,0,0,0,0,0,0,99.06,0,0,0,0,0.047252,0,0,0,0.266992,0,0,0,0,0.00988,1.10084,0,0,0,0,0,0.209784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168392,0,1.162928,3.68452,0,4.117308,0,0,0,48.448,0,0,0,0.062028,0,0,0,0,0,0,0.250292,12.042,0,0,0.427824,0,0,0,0.058116,0,0.02376,0.16668,0,0,0,0,0,0,0,0,0,0.97768,0,0,0,0,0,0.91356,0,0,0.057088,3.926636,0,0,0,0,0,0,3.76592,0.570104,27.3808,0.275356,0.67388,4.74308,4.0708,0.217968,0,38.118,0,0.0392,0,0,0,0.87468,0,0,53.9576,0.49088,0,0,0,12.908,0,0.061088,0,1.0646,0,0.055436,10.6872,0,0,0.063576,12.1768,0,0,0,0.00444,41.764,0,0.0736,1.00456,13.5848,0,0.03708,54.88,0,9.9944,0,0.0054,0,0,0,0.136116,0,0.081852,11.7252,0,0,0,0.9096,0,0,19.354392,0,0,0,0,0,0,19.18,0,0,0,0,0,0,0,0.01588,0,0,0,0,0,1.21444,0,0,20.0548,0,0,5.217,0.63524,0,0,0.387764,0.169716,0,0,0,0,0.02272,0,0,0,0,0.139504,0,0.27634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041824,0,0,0,0,0,0,0.048692,0,0,0,1.69096,0,65.60812,0,0,0,4.157152,3.56304,0.01148,0,0,0.02816,1.19536,0,0,0.4832,0,0,0,0.119468,0.76288,13.8504,0,0,0,0,0,0,0,0,0,0,0.96192,0,14.8052,0,0,0,0,0,0,0.03648,0.14296,0,0,7.6308,0,0,0,13.0976,0,39.3456,0,0,0,0,0,8.4148,0,0.02504,0,0,0,0,0,0,0,0,0,0.062324,0,0,0,0.49548,0.113744,13.6632,0,0,0.062088,0,0,0.058448,0.1614,6.4532,0,18.587212,3.74868,0,0,0.023,3.465924,0.379348,0,1.2024,0,0,0,0,0,0,0,0.13124,0.03576,0,4.50164,0,0.176752,0,0.31686,0,0,0,0,0,0,0.78404,0,0,0,0,0,14.176,0,0,0,0,0,0.066528,0,5.6764,0.0136,2.25584,0,0.235516,0,0,0,0,0,0.10724,0,0,0,0,0,1.20616,0,0,1.66272,0.04468,2.03216,0,0.200696,0,117.42,0,0,0,0,0,0,22.5244,0,2.8488,0,0,0,0,0,0,0,0,0.095048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.68476,0,0,0,0,0,0,0,0.244064,0.348464,0,0,0,0,0,5.8928,0,0,0,0,0,0.08402,0,14.46,0.68552,0,0,0,0.13422,0,3.66216
